"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","706","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Sep 24 20:54:57 UTC 2025","passed","Wed Sep 24 20:54:58 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","1186","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","All API tests","Wed Sep 24 20:54:57 UTC 2025","passed","Wed Sep 24 20:54:58 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","All API tests","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","351","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Sep 24 20:54:58 UTC 2025","passed","Wed Sep 24 20:54:58 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","268","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Sep 24 20:54:58 UTC 2025","passed","Wed Sep 24 20:54:59 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
"","2852","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","All API tests","Wed Sep 24 20:54:57 UTC 2025","passed","Wed Sep 24 20:55:00 UTC 2025","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","720","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty","All API tests","Wed Sep 24 20:54:58 UTC 2025","passed","Wed Sep 24 20:54:59 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty"
"","4076","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","All API tests","Wed Sep 24 20:54:53 UTC 2025","passed","Wed Sep 24 20:54:57 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","197","addRatingToMovieAndVerifySuccessfulResponse","All API tests","Wed Sep 24 20:54:59 UTC 2025","passed","Wed Sep 24 20:54:59 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","All API tests","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifySuccessfulResponse"
"","297","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Sep 24 20:54:58 UTC 2025","passed","Wed Sep 24 20:54:58 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","1238","updateMovieRatingAndVerifyRatingIsUpdated","All API tests","Wed Sep 24 20:54:59 UTC 2025","passed","Wed Sep 24 20:55:01 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifyRatingIsUpdated"
"","128","updateMovieRatingAndVerifySuccessfulResponse","All API tests","Wed Sep 24 20:55:02 UTC 2025","passed","Wed Sep 24 20:55:02 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifySuccessfulResponse"
"","165","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse","All API tests","Wed Sep 24 20:54:59 UTC 2025","passed","Wed Sep 24 20:54:59 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse"
"","302","createListAndVerifySuccessfulResponse","All API tests","Wed Sep 24 20:54:59 UTC 2025","passed","Wed Sep 24 20:55:00 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAndVerifySuccessfulResponse"
