"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","97","updateMovieRatingAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:30:47 UTC 2025","passed","Wed Sep 10 20:30:47 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifySuccessfulResponse"
"","2271","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","Gradle suite","Wed Sep 10 20:30:41 UTC 2025","passed","Wed Sep 10 20:30:43 UTC 2025","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","201","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Wed Sep 10 20:30:48 UTC 2025","passed","Wed Sep 10 20:30:48 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","90","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","Gradle suite","Wed Sep 10 20:30:48 UTC 2025","passed","Wed Sep 10 20:30:48 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","144","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Wed Sep 10 20:30:47 UTC 2025","passed","Wed Sep 10 20:30:47 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
"","1126","updateMovieRatingAndVerifyRatingIsUpdated","Gradle suite","Wed Sep 10 20:30:45 UTC 2025","passed","Wed Sep 10 20:30:46 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifyRatingIsUpdated"
"","251","createListAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:30:39 UTC 2025","passed","Wed Sep 10 20:30:39 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","Gradle test","org.themoviedb.lists.CreateListHappyPathTests","createListAndVerifySuccessfulResponse"
"","136","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","Gradle suite","Wed Sep 10 20:30:48 UTC 2025","passed","Wed Sep 10 20:30:48 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","421","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","Gradle suite","Wed Sep 10 20:30:39 UTC 2025","passed","Wed Sep 10 20:30:40 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","Gradle test","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","96","addRatingToMovieAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:30:41 UTC 2025","passed","Wed Sep 10 20:30:41 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","Gradle test","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifySuccessfulResponse"
