"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1073","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","All API tests","Wed Sep 24 21:00:29 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","All API tests","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","358","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Sep 24 21:00:30 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
"","532","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Sep 24 21:00:29 UTC 2025","passed","Wed Sep 24 21:00:29 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","834","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty","All API tests","Wed Sep 24 21:00:30 UTC 2025","passed","Wed Sep 24 21:00:31 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty"
"","308","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Sep 24 21:00:30 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","1495","addRatingToMovieAndVerifyRatingIsAdded","All API tests","Wed Sep 24 21:00:28 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","All API tests","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifyRatingIsAdded"
"","194","createListAndVerifySuccessfulResponse","All API tests","Wed Sep 24 21:00:31 UTC 2025","passed","Wed Sep 24 21:00:31 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAndVerifySuccessfulResponse"
"","2650","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","All API tests","Wed Sep 24 21:00:29 UTC 2025","passed","Wed Sep 24 21:00:31 UTC 2025","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","289","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Sep 24 21:00:30 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","1047","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence","All API tests","Wed Sep 24 21:00:28 UTC 2025","passed","Wed Sep 24 21:00:30 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence"
