"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 14 11:27:58 GMT 2025","Mon Jul 14 11:27:58 GMT 2025","225","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated",""
"passed","Mon Jul 14 11:27:58 GMT 2025","Mon Jul 14 11:27:58 GMT 2025","141","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse",""
"passed","Mon Jul 14 11:27:53 GMT 2025","Mon Jul 14 11:27:54 GMT 2025","1358","Gradle suite","Gradle test","org.themoviedb.list.CreateListHappyPathTests","org.themoviedb.list.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence",""
"passed","Mon Jul 14 11:27:57 GMT 2025","Mon Jul 14 11:27:57 GMT 2025","314","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse",""
"passed","Mon Jul 14 11:27:56 GMT 2025","Mon Jul 14 11:27:56 GMT 2025","298","Gradle suite","Gradle test","org.themoviedb.list.CreateListHappyPathTests","org.themoviedb.list.CreateListHappyPathTests","createListAndVerifySuccessfulResponse","createListAndVerifySuccessfulResponse",""
"passed","Mon Jul 14 11:27:57 GMT 2025","Mon Jul 14 11:27:57 GMT 2025","268","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence",""
"passed","Mon Jul 14 11:27:56 GMT 2025","Mon Jul 14 11:27:57 GMT 2025","594","Gradle suite","Gradle test","org.themoviedb.list.RemoveListHappyPathTests","org.themoviedb.list.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved",""
"passed","Mon Jul 14 11:27:55 GMT 2025","Mon Jul 14 11:27:55 GMT 2025","652","Gradle suite","Gradle test","org.themoviedb.list.CreateListHappyPathTests","org.themoviedb.list.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty",""
"passed","Mon Jul 14 11:27:58 GMT 2025","Mon Jul 14 11:27:58 GMT 2025","224","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated",""
"passed","Mon Jul 14 11:27:58 GMT 2025","Mon Jul 14 11:27:59 GMT 2025","352","Gradle suite","Gradle test","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence",""
"passed","Mon Jul 14 11:27:58 GMT 2025","Mon Jul 14 11:27:58 GMT 2025","139","Gradle suite","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse",""
