"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1298","addRatingToMovieAndVerifyRatingIsAdded","Gradle suite","Wed Sep 10 20:41:07 UTC 2025","passed","Wed Sep 10 20:41:08 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","Gradle test","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifyRatingIsAdded"
"","292","createListAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:41:05 UTC 2025","passed","Wed Sep 10 20:41:05 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","Gradle test","org.themoviedb.lists.CreateListHappyPathTests","createListAndVerifySuccessfulResponse"
"","2478","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","Gradle suite","Wed Sep 10 20:41:08 UTC 2025","passed","Wed Sep 10 20:41:11 UTC 2025","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","126","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","Gradle suite","Wed Sep 10 20:41:16 UTC 2025","passed","Wed Sep 10 20:41:16 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","664","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty","Gradle suite","Wed Sep 10 20:41:04 UTC 2025","passed","Wed Sep 10 20:41:05 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","Gradle test","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty"
"","1334","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence","Gradle suite","Wed Sep 10 20:41:03 UTC 2025","passed","Wed Sep 10 20:41:04 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","Gradle test","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence"
"","367","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Wed Sep 10 20:41:17 UTC 2025","passed","Wed Sep 10 20:41:17 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","140","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","Gradle suite","Wed Sep 10 20:41:16 UTC 2025","passed","Wed Sep 10 20:41:16 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","224","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","Gradle suite","Wed Sep 10 20:41:16 UTC 2025","passed","Wed Sep 10 20:41:17 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","227","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","Gradle suite","Wed Sep 10 20:41:16 UTC 2025","passed","Wed Sep 10 20:41:16 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","148","addRatingToMovieAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:41:08 UTC 2025","passed","Wed Sep 10 20:41:08 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","Gradle test","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifySuccessfulResponse"
"","661","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","Gradle suite","Wed Sep 10 20:41:06 UTC 2025","passed","Wed Sep 10 20:41:06 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","Gradle test","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","160","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse","Gradle suite","Wed Sep 10 20:41:16 UTC 2025","passed","Wed Sep 10 20:41:16 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse"
"","254","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Wed Sep 10 20:41:15 UTC 2025","passed","Wed Sep 10 20:41:15 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
