"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","220","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Oct 15 19:43:54 UTC 2025","passed","Wed Oct 15 19:43:55 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","192","addRatingToMovieAndVerifySuccessfulResponse","All API tests","Wed Oct 15 19:43:55 UTC 2025","passed","Wed Oct 15 19:43:55 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","All API tests","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifySuccessfulResponse"
"","204","createListAndVerifySuccessfulResponse","All API tests","Wed Oct 15 19:43:55 UTC 2025","passed","Wed Oct 15 19:43:56 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAndVerifySuccessfulResponse"
"","2338","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","All API tests","Wed Oct 15 19:43:53 UTC 2025","passed","Wed Oct 15 19:43:56 UTC 2025","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.RemoveMovieRatingHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","203","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse","All API tests","Wed Oct 15 19:43:54 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifySuccessfulResponse"
"","358","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","All API tests","Wed Oct 15 19:43:53 UTC 2025","failed","Wed Oct 15 19:43:53 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","All API tests","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","90","updateMovieRatingAndVerifySuccessfulResponse","All API tests","Wed Oct 15 19:43:57 UTC 2025","passed","Wed Oct 15 19:43:57 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifySuccessfulResponse"
"","152","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","All API tests","Wed Oct 15 19:43:54 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","1477","addRatingToMovieAndVerifyRatingIsAdded","All API tests","Wed Oct 15 19:43:53 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","All API tests","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifyRatingIsAdded"
"","278","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","All API tests","Wed Oct 15 19:43:54 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","1239","updateMovieRatingAndVerifyRatingIsUpdated","All API tests","Wed Oct 15 19:43:54 UTC 2025","passed","Wed Oct 15 19:43:55 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","All API tests","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifyRatingIsUpdated"
"","1657","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence","All API tests","Wed Oct 15 19:43:53 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListAndVerifyPresence"
"","236","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","All API tests","Wed Oct 15 19:43:55 UTC 2025","passed","Wed Oct 15 19:43:55 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","629","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Oct 15 19:43:53 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","812","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","All API tests","Wed Oct 15 19:43:53 UTC 2025","passed","Wed Oct 15 19:43:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","All API tests","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
"","506","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty","All API tests","Wed Oct 15 19:43:55 UTC 2025","passed","Wed Oct 15 19:43:55 UTC 2025","org.themoviedb.lists.CreateListHappyPathTests","All API tests","org.themoviedb.lists.CreateListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveMovieFromListAndVerifyListIsEmpty"
