"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","203","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","Gradle suite","Thu Aug 14 21:18:54 UTC 2025","passed","Thu Aug 14 21:18:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","379","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Thu Aug 14 21:18:54 UTC 2025","passed","Thu Aug 14 21:18:55 UTC 2025","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddSeveralMoviesWatchListHappyPathTests","addRandomSeveralMovieFromTopRatedToWatchlistAndVerifyPresence"
"","2453","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved","Gradle suite","Thu Aug 14 21:18:49 UTC 2025","passed","Thu Aug 14 21:18:51 UTC 2025","org.themoviedb.movies.RemoveRatingToMovieHappyPathTests","Gradle test","org.themoviedb.movies.RemoveRatingToMovieHappyPathTests","addRatingToMovieRemoveRatingAndVerifyRatingIsRemoved"
"","128","updateMovieRatingAndVerifySuccessfulResponse","Gradle suite","Thu Aug 14 21:18:53 UTC 2025","passed","Thu Aug 14 21:18:53 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifySuccessfulResponse"
"","629","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved","Gradle suite","Thu Aug 14 21:18:45 UTC 2025","passed","Thu Aug 14 21:18:46 UTC 2025","org.themoviedb.lists.RemoveListHappyPathTests","Gradle test","org.themoviedb.lists.RemoveListHappyPathTests","createListAddRandomMovieFromTopRatedToCreatedListRemoveListAndVerifyListIsRemoved"
"","2406","addRatingToMovieAndVerifyRatingIsAdded","Gradle suite","Thu Aug 14 21:18:46 UTC 2025","passed","Thu Aug 14 21:18:48 UTC 2025","org.themoviedb.movies.AddRatingToMovieHappyPathTests","Gradle test","org.themoviedb.movies.AddRatingToMovieHappyPathTests","addRatingToMovieAndVerifyRatingIsAdded"
"","212","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated","Gradle suite","Thu Aug 14 21:18:54 UTC 2025","passed","Thu Aug 14 21:18:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyWatchListIsNotUpdated"
"","1216","updateMovieRatingAndVerifyRatingIsUpdated","Gradle suite","Thu Aug 14 21:18:51 UTC 2025","passed","Thu Aug 14 21:18:52 UTC 2025","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","Gradle test","org.themoviedb.movies.UpdateMovieRatingHappyPathTests","updateMovieRatingAndVerifyRatingIsUpdated"
"","129","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse","Gradle suite","Thu Aug 14 21:18:54 UTC 2025","passed","Thu Aug 14 21:18:54 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListNegativeTests","passWrongRequestToAddToWatchlistAndVerifyUnsuccessfulResponse"
"","267","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence","Gradle suite","Thu Aug 14 21:18:53 UTC 2025","passed","Thu Aug 14 21:18:53 UTC 2025","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","Gradle test","org.themoviedb.watchlist.AddMovieWatchListHappyPathTests","addRandomMovieFromTopRatedToWatchlistAndVerifyPresence"
